variable_code,jotform_qid,task,set,question_type,item_type,question_label_en,question_label_zh,valid_values,correct_answer,data_type,scale_level,termination_stage,termination_type,termination_field,termination_threshold,is_practice,is_scored,notes
CWR_Q38,311,CWR,2,radio,word_reading,Chinese word: 晚上,晚上,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q39,312,CWR,2,radio,word_reading,Chinese word: 老師,老師,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q40,313,CWR,2,radio,word_reading,Chinese word: 房屋,房屋,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q41,314,CWR,2,radio,word_reading,Chinese word: 美麗,美麗,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q42,315,CWR,2,radio,word_reading,Chinese word: 衣服,衣服,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q43,316,CWR,2,radio,word_reading,Chinese word: 鼻子,鼻子,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q44,317,CWR,2,radio,word_reading,Chinese word: 再見,再見,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q45,318,CWR,2,radio,word_reading,Chinese word: 禮物,禮物,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q46,319,CWR,2,radio,word_reading,Chinese word: 蜜蜂,蜜蜂,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q47,320,CWR,2,radio,word_reading,Chinese word: 書包,書包,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q48,321,CWR,2,radio,word_reading,Chinese word: 電腦,電腦,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q49,322,CWR,2,radio,word_reading,Chinese word: 馬路,馬路,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q50,323,CWR,2,radio,word_reading,Chinese word: 糖果,糖果,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q51,324,CWR,2,radio,word_reading,Chinese word: 你們,你們,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q52,325,CWR,2,radio,word_reading,Chinese word: 家庭,家庭,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q53,326,CWR,2,radio,word_reading,Chinese word: 飲食,飲食,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q54,327,CWR,2,radio,word_reading,Chinese word: 牙刷,牙刷,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Q55,328,CWR,2,radio,word_reading,Chinese word: 海灘,海灘,"Y,N",Y,categorical,nominal,,consecutive,CWR_10Incorrect,10,FALSE,TRUE,Word reading
CWR_Date,329,CWR,2,timestamp,metadata,Completion date,完成日期,ISO8601 datetime,,datetime,,,,,0,FALSE,FALSE,Auto-recorded completion timestamp
CWR_Com,330,CWR,2,completion,metadata,Completion status,完成狀態,1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
CWR_Score,331,CWR,2,calculated,score,Total CWR score,中文認字總分,0-55,,numeric,ratio,,,,0,FALSE,FALSE,Sum of correct responses (Y=1)
TEC_M_Q1,335,TEC,2,image-choice,emotion_recognition,Q1: Identify sad (Male),辨認難過,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 難過
TEC_M_Q2,336,TEC,2,image-choice,emotion_recognition,Q2: Identify happy (Male),辨認開心,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 開心
TEC_M_Q3,337,TEC,2,image-choice,emotion_recognition,Q3: Identify angry (Male),辨認生氣,"1,2,3,4",3,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 生氣
TEC_M_Q4,338,TEC,2,image-choice,emotion_recognition,Q4: Identify neutral (Male),辨認無表情,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 無表情
TEC_M_Q5,339,TEC,2,image-choice,emotion_recognition,Q5: Identify scared (Male),辨認害怕,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 害怕
TEC_M_Q6,340,TEC,2,image-choice,emotion_situation,Q6: Dead turtle - sad (Male),死烏龜情境,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 難過
TEC_M_Q7,341,TEC,2,image-choice,emotion_situation,Q7: Birthday gift - happy (Male),生日禮物情境,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 開心
TEC_M_Q8,342,TEC,2,image-choice,emotion_situation,Q8: Brother disturbs - angry (Male),被弟弟阻止畫畫,"1,2,3,4",3,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 生氣
TEC_M_Q9,343,TEC,2,image-choice,emotion_situation,Q9: Waiting for bus - neutral (Male),等巴士情境,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 無表情
TEC_M_Q10,344,TEC,2,image-choice,emotion_situation,Q10: Monster chasing - scared (Male),怪物追趕情境,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 害怕
TEC_M_Q11,345,TEC,2,image-choice,emotion_desire,Q11: Coke lover sees coke (Male),喜歡可樂者見到可樂,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Desire-based emotion - 開心
TEC_M_Q12,346,TEC,2,image-choice,emotion_desire,Q12: Coke hater sees coke (Male),不喜歡可樂者見到可樂,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Desire-based emotion - 難過
TEC_M_Q13,347,TEC,2,image-choice,emotion_desire,Q13: Veggie hater sees veggie (Male),不喜歡蔬菜者見到蔬菜,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Desire-based emotion - 難過
TEC_M_Q14,348,TEC,2,image-choice,emotion_desire,Q14: Veggie lover sees veggie (Male),喜歡蔬菜者見到蔬菜,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Desire-based emotion - 開心
TEC_M_Q15,349,TEC,2,image-choice,emotion_belief,Q15: False belief emotion (Male),錯誤信念情緒,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Belief-based emotion understanding
TEC_M_Q16a,350,TEC,2,image-choice,emotion_belief,Q16a: False belief emotion A (Male),錯誤信念情緒A,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Belief-based emotion understanding
TEC_M_Q16b,351,TEC,2,image-choice,emotion_belief,Q16b: False belief emotion B (Male),錯誤信念情緒B,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Belief-based emotion understanding
TEC_M_Q17,352,TEC,2,image-choice,emotion_regulation,Q17: Regulating sadness (Male),調節悲傷情緒,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Emotion regulation strategy
TEC_M_Q18,353,TEC,2,image-choice,emotion_hiding,Q18: Hiding true feelings (Male),隱藏真實情緒,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Hidden emotion understanding
TEC_M_Date,354,TEC,2,timestamp,metadata,Completion date (Male),完成日期(男),ISO8601 datetime,,datetime,,,,,0,FALSE,FALSE,Auto-recorded completion timestamp
TEC_M_Com,355,TEC,2,completion,metadata,Completion status (Male),完成狀態(男),1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
TEC_F_Q1,356,TEC,2,image-choice,emotion_recognition,Q1: Identify sad (Female),辨認難過,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 難過
TEC_F_Q2,357,TEC,2,image-choice,emotion_recognition,Q2: Identify happy (Female),辨認開心,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 開心
TEC_F_Q3,358,TEC,2,image-choice,emotion_recognition,Q3: Identify angry (Female),辨認生氣,"1,2,3,4",3,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 生氣
TEC_F_Q4,359,TEC,2,image-choice,emotion_recognition,Q4: Identify neutral (Female),辨認無表情,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 無表情
TEC_F_Q5,360,TEC,2,image-choice,emotion_recognition,Q5: Identify scared (Female),辨認害怕,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Basic emotion recognition - 害怕
TEC_F_Q6,361,TEC,2,image-choice,emotion_situation,Q6: Dead turtle - sad (Female),死烏龜情境,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 難過
TEC_F_Q7,362,TEC,2,image-choice,emotion_situation,Q7: Birthday gift - happy (Female),生日禮物情境,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 開心
TEC_F_Q8,363,TEC,2,image-choice,emotion_situation,Q8: Brother disturbs - angry (Female),被弟弟阻止畫畫,"1,2,3,4",3,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 生氣
TEC_F_Q9,364,TEC,2,image-choice,emotion_situation,Q9: Waiting for bus - neutral (Female),等巴士情境,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 無表情
TEC_F_Q10,365,TEC,2,image-choice,emotion_situation,Q10: Monster chasing - scared (Female),怪物追趕情境,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Situation-based emotion - 害怕
TEC_F_Q11,366,TEC,2,image-choice,emotion_desire,Q11: Coke lover sees coke (Female),喜歡可樂者見到可樂,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Desire-based emotion - 開心
TEC_F_Q12,367,TEC,2,image-choice,emotion_desire,Q12: Coke hater sees coke (Female),不喜歡可樂者見到可樂,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Desire-based emotion - 難過
TEC_F_Q13,368,TEC,2,image-choice,emotion_desire,Q13: Veggie hater sees veggie (Female),不喜歡蔬菜者見到蔬菜,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Desire-based emotion - 難過
TEC_F_Q14,369,TEC,2,image-choice,emotion_desire,Q14: Veggie lover sees veggie (Female),喜歡蔬菜者見到蔬菜,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Desire-based emotion - 開心
TEC_F_Q15,370,TEC,2,image-choice,emotion_belief,Q15: False belief emotion (Female),錯誤信念情緒,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Belief-based emotion understanding
TEC_F_Q16a,371,TEC,2,image-choice,emotion_belief,Q16a: False belief emotion A (Female),錯誤信念情緒A,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Belief-based emotion understanding
TEC_F_Q16b,372,TEC,2,image-choice,emotion_belief,Q16b: False belief emotion B (Female),錯誤信念情緒B,"1,2,3,4",2,categorical,nominal,,,,0,FALSE,TRUE,Belief-based emotion understanding
TEC_F_Q17,373,TEC,2,image-choice,emotion_regulation,Q17: Regulating sadness (Female),調節悲傷情緒,"1,2,3,4",4,categorical,nominal,,,,0,FALSE,TRUE,Emotion regulation strategy
TEC_F_Q18,374,TEC,2,image-choice,emotion_hiding,Q18: Hiding true feelings (Female),隱藏真實情緒,"1,2,3,4",1,categorical,nominal,,,,0,FALSE,TRUE,Hidden emotion understanding
TEC_F_Date,375,TEC,2,timestamp,metadata,Completion date (Female),完成日期(女),ISO8601 datetime,,datetime,,,,,0,FALSE,FALSE,Auto-recorded completion timestamp
TEC_F_Com,376,TEC,2,completion,metadata,Completion status (Female),完成狀態(女),1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
MPT_1_r_Q1,377,MPT,2,radio-largechar,repeating_pattern,S1Q1: Repeating pattern (7 6 7 8 5...),重複模式,"5,6,8,9",8,categorical,nominal,,none,,0,FALSE,TRUE,Find missing number in repeating sequence
MPT_1_r_Q2,378,MPT,2,radio-largechar,repeating_pattern,S1Q2: Repeating pattern (2 2 1 0...),重複模式,"0,1,2,3",0,categorical,nominal,,none,,0,FALSE,TRUE,Find missing number in repeating sequence
MPT_1_r_Q3,379,MPT,2,radio-largechar,repeating_pattern,S1Q3: Repeating pattern (4 7 5 4...),重複模式,"4,5,6,7",4,categorical,nominal,,none,,0,FALSE,TRUE,Find missing number in repeating sequence
MPT_1_r_Q4,380,MPT,2,radio-largechar,repeating_pattern,S1Q4: Repeating pattern (8 6 8 5 7...),重複模式,"5,6,7,9",5,categorical,nominal,,none,,0,FALSE,TRUE,Find missing number in repeating sequence
MPT_1_r_Q5,381,MPT,2,radio-largechar,repeating_pattern,S1Q5: Repeating pattern (8 6 2 4 2...),重複模式,"3,4,6,8",4,categorical,nominal,,none,,0,FALSE,TRUE,Find missing number in repeating sequence
MPT_1_r_Q6,382,MPT,2,radio-largechar,repeating_pattern,S1Q6: Repeating pattern (3 5 3 9 3...),重複模式,"3,4,5,9",9,categorical,nominal,,none,,0,FALSE,TRUE,Find missing number in repeating sequence
MPT_2_gr_Q1,383,MPT,2,radio_text,growing_pattern,S2Q1: Missing number (2 3 4 5 ? 7),遞增模式,"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,Ascending sequence - answer recorded in TEXT field
MPT_2_gr_Q1_TEXT,384,MPT,2,text-display,text_response,S2Q1: Student answer,學生答案,free text,,text,,,,,0,FALSE,FALSE,Records student verbal answer (expected: 6)
MPT_2_gr_Q2,385,MPT,2,radio_text,growing_pattern,S2Q2: Missing number (13 14 15 ? 17),遞增模式,"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,Ascending sequence
MPT_2_gr_Q2_TEXT,386,MPT,2,text-display,text_response,S2Q2: Student answer,學生答案,free text,,text,,,,,0,FALSE,FALSE,Records student verbal answer (expected: 16)
MPT_2_gr_Q3,387,MPT,2,radio_text,growing_pattern,S2Q3: Missing number (9 8 ? 6 5 4),遞減模式,"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,Descending sequence
MPT_2_gr_Q3_TEXT,388,MPT,2,text-display,text_response,S2Q3: Student answer,學生答案,free text,,text,,,,,0,FALSE,FALSE,Records student verbal answer (expected: 7)
MPT_2_gr_Q4,389,MPT,2,radio_text,growing_pattern,S2Q4: Missing number (13 12 11 ? 9),遞減模式,"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,Descending sequence
MPT_2_gr_Q4_TEXT,390,MPT,2,text-display,text_response,S2Q4: Student answer,學生答案,free text,,text,,,,,0,FALSE,FALSE,Records student verbal answer (expected: 10)
MPT_2_gr_Q5,391,MPT,2,radio_text,growing_pattern,S2Q5: Missing number (18 17 ? 15 14 13),遞減模式,"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,Descending sequence
MPT_2_gr_Q5_TEXT,392,MPT,2,text-display,text_response,S2Q5: Student answer,學生答案,free text,,text,,,,,0,FALSE,FALSE,Records student verbal answer (expected: 16)
MPT_2_gr_Q6,393,MPT,2,radio_text,growing_pattern,S2Q6: Missing number (15 14 ? 12 11 10),遞減模式,"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,Descending sequence
MPT_2_gr_Q6_TEXT,394,MPT,2,text-display,text_response,S2Q6: Student answer,學生答案,free text,,text,,,,,0,FALSE,FALSE,Records student verbal answer (expected: 13)
MPT_3_m_P1,395,MPT,2,radio,machine_practice,S3P1: Candy machine practice,糖果機練習,"A,B,C,D",C,categorical,nominal,,none,,0,TRUE,FALSE,Practice item for candy machine section
MPT_3_m_Q1,396,MPT,2,radio,machine_pattern,S3Q1: Candy machine transform,糖果機變形,"A,B,C,D",D,categorical,nominal,,none,,0,FALSE,TRUE,Shape transformation pattern
MPT_3_m_Q2,397,MPT,2,radio,machine_pattern,S3Q2: Candy machine transform,糖果機變形,"A,B,C,D",A,categorical,nominal,,none,,0,FALSE,TRUE,Shape transformation pattern
MPT_3_m_Q3,398,MPT,2,radio,machine_pattern,S3Q3: Candy machine transform,糖果機變形,"A,B,C,D",C,categorical,nominal,,none,,0,FALSE,TRUE,Shape transformation pattern
MPT_3_m_Q4,399,MPT,2,radio,machine_pattern,S3Q4: Candy machine transform,糖果機變形,"A,B,C,D",B,categorical,nominal,,none,,0,FALSE,TRUE,Shape transformation pattern
MPT_3_m_Q5,400,MPT,2,radio,machine_pattern,S3Q5: Candy machine transform,糖果機變形,"A,B,C,D",D,categorical,nominal,,none,,0,FALSE,TRUE,Shape transformation pattern
MPT_3_m_Q6,401,MPT,2,radio,machine_pattern,S3Q6: Candy machine transform,糖果機變形,"A,B,C,D",B,categorical,nominal,,none,,0,FALSE,TRUE,Shape transformation pattern
MPT_4_ge_Q1,402,MPT,2,radio,geometric_pattern,S4Q1: Geometric pattern,幾何模式,"A,B,C,D",A,categorical,nominal,,none,,0,FALSE,TRUE,Geometric shape sequence
MPT_4_ge_Q2,403,MPT,2,radio,geometric_pattern,S4Q2: Geometric pattern,幾何模式,"A,B,C,D",B,categorical,nominal,,none,,0,FALSE,TRUE,Geometric shape sequence
MPT_4_ge_Q3,404,MPT,2,radio,geometric_pattern,S4Q3: Geometric pattern,幾何模式,"A,B,C,D",A,categorical,nominal,,none,,0,FALSE,TRUE,Geometric shape sequence
MPT_4_ge_Q4,405,MPT,2,radio,geometric_pattern,S4Q4: Geometric pattern,幾何模式,"A,B,C,D",A,categorical,nominal,,none,,0,FALSE,TRUE,Geometric shape sequence
MPT_4_ge_Q5,406,MPT,2,radio,geometric_pattern,S4Q5: Geometric pattern,幾何模式,"A,B,C,D",C,categorical,nominal,,none,,0,FALSE,TRUE,Geometric shape sequence
MPT_4_ge_Q6,407,MPT,2,radio,geometric_pattern,S4Q6: Geometric pattern,幾何模式,"A,B,C,D",D,categorical,nominal,,none,,0,FALSE,TRUE,Geometric shape sequence
MPT_Date,408,MPT,2,timestamp,metadata,Completion date,完成日期,ISO8601 datetime,,datetime,,,,,0,FALSE,FALSE,Auto-recorded completion timestamp
MPT_Com,409,MPT,2,completion,metadata,Completion status,完成狀態,1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
MPT_Score,410,MPT,2,score,score,Total score,總分,"0-24",,numeric,ratio,,,,0,FALSE,FALSE,Sum of all correct answers (24 scored items)
CCM_Q1,411,CCM,2,radio-largechar,character_matching,Q1: Find 傘 in 降落傘,搵「傘」字,"1,2,3",3,categorical,nominal,,,,0,FALSE,TRUE,Options: 卬(1) 埒(2) 氝(3) - correct=3
CCM_Q2,412,CCM,2,radio-largechar,character_matching,Q2: Find 李 in 行李箱,搵「李」字,"1,2,3",2,categorical,nominal,,,,0,FALSE,TRUE,Options: 婇(1) 柟(2) 灝(3) - correct=2
CCM_Q3,413,CCM,2,radio-largechar,character_matching,Q3: Find 温 in 保温杯,搵「温」字,"1,2,3",2,categorical,nominal,,,,0,FALSE,TRUE,Options: 朼(1) 胗(2) 忷(3) - correct=2
CCM_Q4,414,CCM,2,radio-largechar,character_matching,Q4: Find 包 in 漢堡包,搵「包」字,"1,2,3",3,categorical,nominal,,,,0,FALSE,TRUE,Options: 痻(1) 溾(2) 圪(3) - correct=3
CCM_Q5,415,CCM,2,radio-largechar,character_matching,Q5: Find 原 in 原子筆,搵「原」字,"1,2,3",1,categorical,nominal,,,,0,FALSE,TRUE,Options: 尌(1) 婒(2) 哱(3) - correct=1
CCM_Q6,416,CCM,2,radio-largechar,character_matching,Q6: Find 機 in 遊戲機,搵「機」字,"1,2,3",3,categorical,nominal,,,,0,FALSE,TRUE,Options: 祅(1) 杋(2) 稗(3) - correct=3
CCM_Q7,417,CCM,2,radio-largechar,character_matching,Q7: Find 斑 in 斑馬線,搵「斑」字,"1,2,3",1,categorical,nominal,,,,0,FALSE,TRUE,Options: 僛(1) 醍(2) 仉(3) - correct=1
CCM_Q8,418,CCM,2,radio-largechar,character_matching,Q8: Find 交 in 交通燈,搵「交」字,"1,2,3",1,categorical,nominal,,,,0,FALSE,TRUE,Options: 乇(1) 嶈(2) 丮(3) - correct=1
CCM_Date,419,CCM,2,timestamp,metadata,Completion date,完成日期,ISO8601 datetime,,datetime,,,,,0,FALSE,FALSE,Auto-recorded completion timestamp
CCM_Com,420,CCM,2,completion,metadata,Completion status,完成狀態,1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
HTKS_Q1,421,HTKS,3,radio,part1_head_toe,P1Q1: Touch head → toe,摸頭(答腳趾),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q2,422,HTKS,3,radio,part1_head_toe,P1Q2: Touch toe → head,摸腳趾(答頭),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q3,423,HTKS,3,radio,part1_head_toe,P1Q3: Touch head → toe,摸頭(答腳趾),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q4,424,HTKS,3,radio,part1_head_toe,P1Q4: Touch toe → head,摸腳趾(答頭),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q5,425,HTKS,3,radio,part1_head_toe,P1Q5: Touch head → toe,摸頭(答腳趾),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q6,426,HTKS,3,radio,part2_shoulder_knee,P2Q6: Touch head → toe,摸頭(答腳趾),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q7,427,HTKS,3,radio,part2_shoulder_knee,P2Q7: Touch shoulder → knee,摸膊頭(答膝頭哥),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q8,428,HTKS,3,radio,part2_shoulder_knee,P2Q8: Touch knee → shoulder,摸膝頭哥(答膊頭),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q9,429,HTKS,3,radio,part2_shoulder_knee,P2Q9: Touch toe → head,摸腳趾(答頭),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q10,430,HTKS,3,radio,part2_shoulder_knee,P2Q10: Touch shoulder → knee,摸膊頭(答膝頭哥),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q11,431,HTKS,3,radio,part3_teacher_says,P3Q11: Touch knee (no teacher says),摸膝頭哥(無老師話),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,Correct=no movement. 0=incorrect 1=correct with self-correction 2=correct
HTKS_Q12,432,HTKS,3,radio,part3_teacher_says,P3Q12: Teacher says touch head → toe,老師話摸頭(答腳趾),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q13,433,HTKS,3,radio,part3_teacher_says,P3Q13: Touch knee (no teacher says),摸膝頭哥(無老師話),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,Correct=no movement. 0=incorrect 1=correct with self-correction 2=correct
HTKS_Q14,434,HTKS,3,radio,part3_teacher_says,P3Q14: Teacher says touch shoulder → knee,老師話摸膊頭(答膝頭哥),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Q15,435,HTKS,3,radio,part3_teacher_says,P3Q15: Touch toe (no teacher says),摸腳趾(無老師話),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,Correct=no movement. 0=incorrect 1=correct with self-correction 2=correct
HTKS_Q16,436,HTKS,3,radio,part3_teacher_says,P3Q16: Teacher says touch knee → shoulder,老師話摸膝頭哥(答膊頭),"0,1,2",,ordinal,ordinal,,none,,0,FALSE,TRUE,0=incorrect 1=correct with self-correction 2=correct without correction
HTKS_Memo_TEXT,437,HTKS,3,text,text_response,Memo (special notes),備注,free text,,text,,,,,0,FALSE,FALSE,Special situation notes
HTKS_Date,438,HTKS,3,timestamp,metadata,Completion date,完成日期,ISO8601 datetime,,datetime,,,,,0,FALSE,FALSE,Auto-recorded completion timestamp
HTKS_Com,439,HTKS,3,completion,metadata,Completion status,完成狀態,1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
HTKS_Score,440,HTKS,3,score,score,Total score,總分,"0-32",,numeric,ratio,,,,0,FALSE,FALSE,Sum of all questions (16 items × max 2 points)
HTKS_1_Ter,441,HTKS,3,termination_flag,termination,Part 1 termination,第一部分終止,"0,1",,boolean,nominal,,,,0,FALSE,FALSE,Termination flag for Part 1
EPN_Q1,442,EPN,3,radio,picture_naming,Q1: Name picture (sun),圖片命名(sun),"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,English picture naming - sun
EPN_Q2,443,EPN,3,radio,picture_naming,Q2: Name picture (boy),圖片命名(boy),"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,English picture naming - boy
EPN_Q3,444,EPN,3,radio,picture_naming,Q3: Name picture (fish),圖片命名(fish),"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,English picture naming - fish
EPN_Q4,445,EPN,3,radio,picture_naming,Q4: Name picture (chair),圖片命名(chair),"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,English picture naming - chair
EPN_Q5,446,EPN,3,radio,picture_naming,Q5: Name picture (pig),圖片命名(pig),"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,English picture naming - pig
EPN_Q6,447,EPN,3,radio,picture_naming,Q6: Name picture (bed),圖片命名(bed),"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,English picture naming - bed
EPN_Q7,448,EPN,3,radio,picture_naming,Q7: Name picture (frog),圖片命名(frog),"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,English picture naming - frog
EPN_Q8,449,EPN,3,radio,picture_naming,Q8: Name picture (star),圖片命名(star),"Y,N",Y,categorical,nominal,,none,,0,FALSE,TRUE,English picture naming - star
EPN_Date,450,EPN,3,timestamp,metadata,Completion date,完成日期,ISO8601 datetime,,datetime,,,,,0,FALSE,FALSE,Auto-recorded completion timestamp
EPN_Com,451,EPN,3,completion,metadata,Completion status,完成狀態,1,,boolean,nominal,,,,0,FALSE,FALSE,Task completion marker
CM_P1,332,CM,3,radio,practice,Practice 1: 紅紙,練習1：紅紙,"Y,N",Y,categorical,nominal,,,,0,TRUE,FALSE,Practice item - red paper
CM_P1_TEXT,333,CM,3,text,text_response,Practice 1 text response,練習1文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
CM_P2,334,CM,3,radio,practice,Practice 2: 藍綠燈,練習2：藍綠燈,"Y,N",Y,categorical,nominal,,,,0,TRUE,FALSE,Practice item - blue-green light
CM_P2_TEXT,335,CM,3,text,text_response,Practice 2 text response,練習2文字回應,free text,,text,nominal,,,,0,FALSE,FALSE,Child's verbal response
